order_id,customer_id,order_date,order_status,payment_method,discount_applied,tax_amount,shipping_cost,shipment_date,delivery_date,specific_shipping_address,city,state,country,order_source
a990cdb1_ales0071202201_35950,a990cdb1_ales0071202201,"2023-07-09 00:00:00",Pending,"Credit Card",23.52,13.84,34.91,"2023-07-15 00:00:00","2023-07-15 00:00:00","42 Main St",NULL,Lazio,Italy,"Mobile App"
a990cdb1_ales0071202201_54770,a990cdb1_ales0071202201,"2023-01-21 00:00:00",Delivered,"Cash on Delivery",42.12,6.19,43.50,"2023-01-23 00:00:00","2023-01-27 00:00:00","4 Main St",NULL,Lazio,Italy,"Social Media"
a990cdb1_ales0071202201_67c8a,a990cdb1_ales0071202201,"2023-01-27 00:00:00",Pending,"Credit Card",30.15,18.95,14.53,"2023-02-02 00:00:00","2023-02-01 00:00:00","81 Main St",NULL,Lazio,Italy,"Social Media"
a990cdb1_ales0071202201_6a607,a990cdb1_ales0071202201,"2023-08-19 00:00:00",Pending,"Credit Card",5.64,7.59,45.83,"2023-08-24 00:00:00","2023-09-02 00:00:00","24 Main St",NULL,Lazio,Italy,"Social Media"
a990cdb1_ales0071202201_ad7c2,a990cdb1_ales0071202201,"2023-09-14 00:00:00",Pending,"Cash on Delivery",20.04,17.77,36.59,"2023-09-21 00:00:00","2023-09-18 00:00:00","52 Main St",NULL,Lazio,Italy,"Mobile App"
a990cdb1_ales0071202201_bbcfa,a990cdb1_ales0071202201,"2023-08-02 00:00:00",Returned,"Cash on Delivery",20.08,11.52,43.31,"2023-08-07 00:00:00","2023-08-16 00:00:00","19 Main St",NULL,Lazio,Italy,"Mobile App"
a990cdb1_ales0071202201_c2e57,a990cdb1_ales0071202201,"2023-02-10 00:00:00",Pending,"Credit Card",46.60,13.02,42.75,"2023-02-14 00:00:00","2023-02-20 00:00:00","15 Main St",NULL,Lazio,Italy,Website
a990cdb1_ales0071202201_ea36e,a990cdb1_ales0071202201,"2023-01-28 00:00:00",Returned,PayPal,27.68,16.93,36.67,"2023-01-30 00:00:00","2023-02-01 00:00:00","77 Main St",NULL,Lazio,Italy,Website
aa1eaa37_wei.2516202206_0beba,aa1eaa37_wei.2516202206,"2024-01-06 00:00:00",Shipped,"Cash on Delivery",47.10,15.64,14.38,"2024-01-12 00:00:00","2024-01-18 00:00:00","66 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_1643b,aa1eaa37_wei.2516202206,"2023-10-11 00:00:00",Cancelled,"Bank Transfer",32.76,17.91,42.56,"2023-10-17 00:00:00","2023-10-19 00:00:00","99 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_3d879,aa1eaa37_wei.2516202206,"2023-02-21 00:00:00",Shipped,"Cash on Delivery",5.18,7.59,28.20,"2023-02-23 00:00:00","2023-02-25 00:00:00","95 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_3fb5d,aa1eaa37_wei.2516202206,"2023-12-17 00:00:00",Pending,"Cash on Delivery",1.59,14.39,8.40,"2023-12-19 00:00:00","2023-12-26 00:00:00","5 Main St",NULL,Singapore,Singapore,Website
aa1eaa37_wei.2516202206_455cd,aa1eaa37_wei.2516202206,"2023-06-04 00:00:00",Delivered,PayPal,26.12,14.46,20.60,"2023-06-11 00:00:00","2023-06-13 00:00:00","42 Main St",NULL,Singapore,Singapore,"Social Media"
aa1eaa37_wei.2516202206_4f22f,aa1eaa37_wei.2516202206,"2023-05-07 00:00:00",Shipped,PayPal,22.72,7.88,36.50,"2023-05-08 00:00:00","2023-05-16 00:00:00","21 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_58bed,aa1eaa37_wei.2516202206,"2023-11-04 00:00:00",Pending,"Bank Transfer",29.11,17.34,16.43,"2023-11-10 00:00:00","2023-11-11 00:00:00","61 Main St",NULL,Singapore,Singapore,"Social Media"
aa1eaa37_wei.2516202206_89edd,aa1eaa37_wei.2516202206,"2023-02-22 00:00:00",Returned,"Credit Card",25.69,19.35,33.27,"2023-02-26 00:00:00","2023-03-01 00:00:00","100 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_c8c38,aa1eaa37_wei.2516202206,"2023-07-16 00:00:00",Cancelled,"Bank Transfer",1.07,6.25,33.13,"2023-07-18 00:00:00","2023-07-24 00:00:00","90 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_d4a4a,aa1eaa37_wei.2516202206,"2023-09-21 00:00:00",Pending,PayPal,18.48,16.72,36.69,"2023-09-27 00:00:00","2023-10-04 00:00:00","41 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_dd367,aa1eaa37_wei.2516202206,"2023-03-17 00:00:00",Pending,PayPal,11.08,5.97,45.10,"2023-03-19 00:00:00","2023-03-29 00:00:00","1 Main St",NULL,Singapore,Singapore,"Social Media"
aa1eaa37_wei.2516202206_e6912,aa1eaa37_wei.2516202206,"2024-02-15 00:00:00",Delivered,"Credit Card",21.24,6.28,15.52,"2024-02-17 00:00:00","2024-02-19 00:00:00","82 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_e70ee,aa1eaa37_wei.2516202206,"2023-10-08 00:00:00",Delivered,"Bank Transfer",38.28,7.32,32.86,"2023-10-15 00:00:00","2023-10-21 00:00:00","62 Main St",NULL,Singapore,Singapore,"Mobile App"
aa1eaa37_wei.2516202206_ea58c,aa1eaa37_wei.2516202206,"2024-01-16 00:00:00",Pending,PayPal,44.32,13.33,24.48,"2024-01-23 00:00:00","2024-01-20 00:00:00","18 Main St",NULL,Singapore,Singapore,"Social Media"
aa1eaa37_wei.2516202206_fb853,aa1eaa37_wei.2516202206,"2023-11-01 00:00:00",Shipped,"Bank Transfer",29.75,11.26,41.34,"2023-11-04 00:00:00","2023-11-10 00:00:00","2 Main St",NULL,Singapore,Singapore,"Mobile App"
aa419ad7_jame2043202312_00936,aa419ad7_jame2043202312,"2023-12-06 00:00:00",Returned,"Bank Transfer",20.41,8.39,7.42,"2023-12-08 00:00:00","2023-12-16 00:00:00","64 Main St",NULL,Florida,USA,"Mobile App"
aa419ad7_jame2043202312_00ac3,aa419ad7_jame2043202312,"2023-12-29 00:00:00",Cancelled,PayPal,49.71,17.43,41.55,"2024-01-05 00:00:00","2024-01-12 00:00:00","4 Main St",NULL,Florida,USA,Website
aa419ad7_jame2043202312_3486c,aa419ad7_jame2043202312,"2023-07-04 00:00:00",Cancelled,"Cash on Delivery",45.05,16.84,49.34,"2023-07-06 00:00:00","2023-07-10 00:00:00","24 Main St",NULL,Florida,USA,"Mobile App"
aa419ad7_jame2043202312_3ab6f,aa419ad7_jame2043202312,"2023-02-02 00:00:00",Delivered,"Credit Card",36.30,17.97,20.32,"2023-02-05 00:00:00","2023-02-12 00:00:00","81 Main St",NULL,Florida,USA,Website
aa419ad7_jame2043202312_3b0d4,aa419ad7_jame2043202312,"2024-01-26 00:00:00",Pending,"Bank Transfer",20.53,5.62,32.50,"2024-02-02 00:00:00","2024-02-04 00:00:00","75 Main St",NULL,Florida,USA,"Mobile App"
aa419ad7_jame2043202312_71bff,aa419ad7_jame2043202312,"2023-05-06 00:00:00",Pending,PayPal,15.21,16.62,49.07,"2023-05-09 00:00:00","2023-05-20 00:00:00","31 Main St",NULL,Florida,USA,"Social Media"
aa419ad7_jame2043202312_731fd,aa419ad7_jame2043202312,"2023-07-14 00:00:00",Shipped,"Bank Transfer",36.51,14.29,17.83,"2023-07-20 00:00:00","2023-07-17 00:00:00","23 Main St",NULL,Florida,USA,"Social Media"
aa419ad7_jame2043202312_749ab,aa419ad7_jame2043202312,"2024-04-30 00:00:00",Shipped,"Cash on Delivery",21.17,6.68,11.09,"2024-05-07 00:00:00","2024-05-03 00:00:00","36 Main St",NULL,Florida,USA,Website
aa419ad7_jame2043202312_7ca5f,aa419ad7_jame2043202312,"2024-01-02 00:00:00",Delivered,"Credit Card",35.14,12.68,40.38,"2024-01-03 00:00:00","2024-01-05 00:00:00","55 Main St",NULL,Florida,USA,"Social Media"
aa419ad7_jame2043202312_c8760,aa419ad7_jame2043202312,"2023-02-03 00:00:00",Pending,"Credit Card",20.59,16.92,35.61,"2023-02-05 00:00:00","2023-02-09 00:00:00","20 Main St",NULL,Florida,USA,"Mobile App"
aa419ad7_jame2043202312_cbe2e,aa419ad7_jame2043202312,"2023-08-14 00:00:00",Shipped,PayPal,35.48,16.37,5.64,"2023-08-20 00:00:00","2023-08-24 00:00:00","15 Main St",NULL,Florida,USA,Website
aa419ad7_jame2043202312_f974f,aa419ad7_jame2043202312,"2023-05-14 00:00:00",Delivered,PayPal,23.52,9.06,8.55,"2023-05-21 00:00:00","2023-05-28 00:00:00","47 Main St",NULL,Florida,USA,Website
aaa51dac_mia.6229202307_18706,aaa51dac_mia.6229202307,"2023-09-29 00:00:00",Cancelled,"Cash on Delivery",17.71,6.19,5.31,"2023-10-03 00:00:00","2023-10-13 00:00:00","7 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_1d77c,aaa51dac_mia.6229202307,"2023-01-29 00:00:00",Delivered,"Cash on Delivery",12.41,5.61,44.87,"2023-02-02 00:00:00","2023-02-02 00:00:00","9 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_1d981,aaa51dac_mia.6229202307,"2024-01-04 00:00:00",Shipped,"Credit Card",4.78,12.70,11.29,"2024-01-07 00:00:00","2024-01-16 00:00:00","20 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_1ffc2,aaa51dac_mia.6229202307,"2023-10-31 00:00:00",Cancelled,"Cash on Delivery",32.87,8.88,7.81,"2023-11-06 00:00:00","2023-11-09 00:00:00","22 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_216b5,aaa51dac_mia.6229202307,"2023-02-19 00:00:00",Pending,"Credit Card",28.00,6.17,23.41,"2023-02-23 00:00:00","2023-03-01 00:00:00","81 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_3ac86,aaa51dac_mia.6229202307,"2024-04-22 00:00:00",Pending,"Credit Card",38.97,9.03,16.46,"2024-04-29 00:00:00","2024-05-03 00:00:00","89 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_50725,aaa51dac_mia.6229202307,"2023-07-17 00:00:00",Shipped,PayPal,17.54,6.23,28.36,"2023-07-24 00:00:00","2023-07-29 00:00:00","54 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_5799c,aaa51dac_mia.6229202307,"2023-04-26 00:00:00",Returned,"Cash on Delivery",37.94,7.16,42.71,"2023-04-28 00:00:00","2023-05-03 00:00:00","10 Main St",NULL,"New South Wales",Australia,Website
aaa51dac_mia.6229202307_5fb3b,aaa51dac_mia.6229202307,"2024-04-10 00:00:00",Pending,"Cash on Delivery",16.07,18.70,22.36,"2024-04-12 00:00:00","2024-04-20 00:00:00","60 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_625e5,aaa51dac_mia.6229202307,"2024-02-11 00:00:00",Delivered,"Cash on Delivery",24.03,15.34,45.10,"2024-02-15 00:00:00","2024-02-23 00:00:00","79 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_63c24,aaa51dac_mia.6229202307,"2023-06-18 00:00:00",Returned,"Cash on Delivery",38.96,12.50,8.86,"2023-06-20 00:00:00","2023-06-29 00:00:00","85 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_84433,aaa51dac_mia.6229202307,"2024-04-11 00:00:00",Cancelled,PayPal,46.32,7.00,13.57,"2024-04-17 00:00:00","2024-04-18 00:00:00","82 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_a5375,aaa51dac_mia.6229202307,"2024-04-28 00:00:00",Shipped,PayPal,12.66,8.32,43.95,"2024-05-02 00:00:00","2024-05-04 00:00:00","100 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_a97ac,aaa51dac_mia.6229202307,"2023-06-23 00:00:00",Pending,"Cash on Delivery",10.56,13.38,39.07,"2023-06-29 00:00:00","2023-06-29 00:00:00","93 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_b3fc1,aaa51dac_mia.6229202307,"2024-04-20 00:00:00",Returned,"Cash on Delivery",14.66,16.73,19.18,"2024-04-27 00:00:00","2024-05-01 00:00:00","59 Main St",NULL,"New South Wales",Australia,"Mobile App"
aaa51dac_mia.6229202307_be05f,aaa51dac_mia.6229202307,"2023-04-06 00:00:00",Delivered,"Cash on Delivery",25.17,13.11,37.35,"2023-04-13 00:00:00","2023-04-20 00:00:00","86 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_c544d,aaa51dac_mia.6229202307,"2023-10-14 00:00:00",Pending,"Bank Transfer",28.04,9.86,42.08,"2023-10-16 00:00:00","2023-10-28 00:00:00","32 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_e6091,aaa51dac_mia.6229202307,"2023-11-26 00:00:00",Shipped,PayPal,47.98,10.83,37.57,"2023-12-03 00:00:00","2023-12-09 00:00:00","3 Main St",NULL,"New South Wales",Australia,"Social Media"
aaa51dac_mia.6229202307_e7424,aaa51dac_mia.6229202307,"2023-05-27 00:00:00",Shipped,"Credit Card",24.37,18.07,37.50,"2023-06-01 00:00:00","2023-06-04 00:00:00","57 Main St",NULL,"New South Wales",Australia,Website
aaa51dac_mia.6229202307_f51b8,aaa51dac_mia.6229202307,"2023-08-26 00:00:00",Pending,"Cash on Delivery",37.66,13.40,36.93,"2023-08-29 00:00:00","2023-09-06 00:00:00","9 Main St",NULL,"New South Wales",Australia,Website
aaa8c1e2_ava.4839202211_19e37,aaa8c1e2_ava.4839202211,"2023-10-20 00:00:00",Cancelled,"Cash on Delivery",17.38,5.68,45.08,"2023-10-21 00:00:00","2023-10-23 00:00:00","64 Main St",NULL,"South Australia",Australia,Website
aaa8c1e2_ava.4839202211_5309d,aaa8c1e2_ava.4839202211,"2023-12-19 00:00:00",Delivered,PayPal,38.32,15.61,6.21,"2023-12-23 00:00:00","2023-12-31 00:00:00","7 Main St",NULL,"South Australia",Australia,"Mobile App"
aaa8c1e2_ava.4839202211_b03b3,aaa8c1e2_ava.4839202211,"2023-07-20 00:00:00",Delivered,PayPal,19.70,13.19,18.48,"2023-07-21 00:00:00","2023-08-01 00:00:00","79 Main St",NULL,"South Australia",Australia,"Mobile App"
aaa8c1e2_ava.4839202211_b0ab7,aaa8c1e2_ava.4839202211,"2024-04-30 00:00:00",Cancelled,"Bank Transfer",13.49,9.50,29.71,"2024-05-06 00:00:00","2024-05-11 00:00:00","60 Main St",NULL,"South Australia",Australia,"Mobile App"
aaa8c1e2_ava.4839202211_b2add,aaa8c1e2_ava.4839202211,"2024-04-03 00:00:00",Shipped,PayPal,47.25,9.91,26.25,"2024-04-05 00:00:00","2024-04-16 00:00:00","83 Main St",NULL,"South Australia",Australia,"Social Media"
aaa8c1e2_ava.4839202211_b63e7,aaa8c1e2_ava.4839202211,"2023-09-28 00:00:00",Delivered,"Bank Transfer",35.11,11.63,36.94,"2023-10-03 00:00:00","2023-10-07 00:00:00","84 Main St",NULL,"South Australia",Australia,"Social Media"
aaa8c1e2_ava.4839202211_c8059,aaa8c1e2_ava.4839202211,"2023-06-10 00:00:00",Delivered,"Credit Card",6.25,17.82,49.35,"2023-06-14 00:00:00","2023-06-21 00:00:00","87 Main St",NULL,"South Australia",Australia,"Social Media"
aaa8c1e2_ava.4839202211_d31cb,aaa8c1e2_ava.4839202211,"2023-07-31 00:00:00",Cancelled,PayPal,49.01,15.50,42.39,"2023-08-01 00:00:00","2023-08-13 00:00:00","47 Main St",NULL,"South Australia",Australia,"Mobile App"
aaa8c1e2_ava.4839202211_e30db,aaa8c1e2_ava.4839202211,"2023-12-20 00:00:00",Shipped,"Credit Card",27.36,19.90,12.82,"2023-12-26 00:00:00","2024-01-01 00:00:00","61 Main St",NULL,"South Australia",Australia,"Mobile App"
aaa8c1e2_ava.4839202211_e5aae,aaa8c1e2_ava.4839202211,"2023-02-28 00:00:00",Cancelled,"Cash on Delivery",18.51,11.17,19.63,"2023-03-07 00:00:00","2023-03-05 00:00:00","9 Main St",NULL,"South Australia",Australia,"Mobile App"
ab63af8b_hans2817202312_05c8f,ab63af8b_hans2817202312,"2024-02-27 00:00:00",Pending,"Bank Transfer",48.76,19.36,25.35,"2024-03-04 00:00:00","2024-03-02 00:00:00","89 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_088d1,ab63af8b_hans2817202312,"2023-07-11 00:00:00",Shipped,"Cash on Delivery",25.16,16.10,48.87,"2023-07-12 00:00:00","2023-07-15 00:00:00","64 Main St",NULL,Rhineland-Palatinate,Germany,Website
ab63af8b_hans2817202312_1b8ff,ab63af8b_hans2817202312,"2023-11-01 00:00:00",Pending,"Cash on Delivery",7.98,14.18,28.51,"2023-11-02 00:00:00","2023-11-13 00:00:00","54 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_267ae,ab63af8b_hans2817202312,"2024-01-21 00:00:00",Delivered,PayPal,27.77,16.44,14.51,"2024-01-28 00:00:00","2024-01-28 00:00:00","63 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_2757b,ab63af8b_hans2817202312,"2023-09-01 00:00:00",Returned,"Bank Transfer",0.87,16.70,8.76,"2023-09-02 00:00:00","2023-09-06 00:00:00","96 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_3a887,ab63af8b_hans2817202312,"2023-08-28 00:00:00",Cancelled,"Credit Card",13.54,7.84,45.26,"2023-09-01 00:00:00","2023-09-02 00:00:00","83 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_47090,ab63af8b_hans2817202312,"2023-07-28 00:00:00",Shipped,PayPal,26.25,11.18,49.79,"2023-08-04 00:00:00","2023-08-10 00:00:00","60 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_5e608,ab63af8b_hans2817202312,"2023-06-26 00:00:00",Shipped,"Cash on Delivery",2.04,14.90,22.45,"2023-06-28 00:00:00","2023-07-07 00:00:00","87 Main St",NULL,Rhineland-Palatinate,Germany,"Social Media"
ab63af8b_hans2817202312_72cb4,ab63af8b_hans2817202312,"2023-02-28 00:00:00",Shipped,"Credit Card",31.02,15.17,12.06,"2023-03-02 00:00:00","2023-03-06 00:00:00","23 Main St",NULL,Rhineland-Palatinate,Germany,Website
ab63af8b_hans2817202312_7806f,ab63af8b_hans2817202312,"2023-04-15 00:00:00",Delivered,"Bank Transfer",8.20,11.21,20.50,"2023-04-19 00:00:00","2023-04-19 00:00:00","5 Main St",NULL,Rhineland-Palatinate,Germany,"Social Media"
ab63af8b_hans2817202312_7db14,ab63af8b_hans2817202312,"2023-07-27 00:00:00",Cancelled,"Credit Card",42.79,15.40,25.36,"2023-07-30 00:00:00","2023-08-05 00:00:00","92 Main St",NULL,Rhineland-Palatinate,Germany,Website
ab63af8b_hans2817202312_98e92,ab63af8b_hans2817202312,"2023-04-14 00:00:00",Pending,"Bank Transfer",38.11,12.27,25.99,"2023-04-16 00:00:00","2023-04-23 00:00:00","86 Main St",NULL,Rhineland-Palatinate,Germany,"Social Media"
ab63af8b_hans2817202312_98f53,ab63af8b_hans2817202312,"2024-03-20 00:00:00",Cancelled,"Bank Transfer",44.91,12.35,22.84,"2024-03-24 00:00:00","2024-04-01 00:00:00","24 Main St",NULL,Rhineland-Palatinate,Germany,Website
ab63af8b_hans2817202312_a5419,ab63af8b_hans2817202312,"2023-11-09 00:00:00",Shipped,"Bank Transfer",21.17,19.98,44.58,"2023-11-10 00:00:00","2023-11-12 00:00:00","39 Main St",NULL,Rhineland-Palatinate,Germany,"Social Media"
ab63af8b_hans2817202312_d2c06,ab63af8b_hans2817202312,"2024-02-22 00:00:00",Returned,"Bank Transfer",34.57,16.22,33.08,"2024-02-25 00:00:00","2024-03-07 00:00:00","2 Main St",NULL,Rhineland-Palatinate,Germany,Website
ab63af8b_hans2817202312_d9c9e,ab63af8b_hans2817202312,"2024-03-18 00:00:00",Delivered,"Bank Transfer",22.49,6.96,21.32,"2024-03-20 00:00:00","2024-03-31 00:00:00","47 Main St",NULL,Rhineland-Palatinate,Germany,"Mobile App"
ab63af8b_hans2817202312_e1295,ab63af8b_hans2817202312,"2023-07-22 00:00:00",Cancelled,"Cash on Delivery",2.17,16.26,30.17,"2023-07-24 00:00:00","2023-07-25 00:00:00","90 Main St",NULL,Rhineland-Palatinate,Germany,Website
ac3ea28b_ayes0714202310_0aad2,ac3ea28b_ayes0714202310,"2023-01-10 00:00:00",Returned,PayPal,43.14,9.67,38.10,"2023-01-14 00:00:00","2023-01-16 00:00:00","22 Main St",NULL,Khulna,Bangladesh,Website
ac3ea28b_ayes0714202310_1d327,ac3ea28b_ayes0714202310,"2023-11-05 00:00:00",Returned,"Bank Transfer",1.44,12.46,31.90,"2023-11-08 00:00:00","2023-11-09 00:00:00","34 Main St",NULL,Khulna,Bangladesh,Website
ac3ea28b_ayes0714202310_3e401,ac3ea28b_ayes0714202310,"2023-03-08 00:00:00",Returned,"Bank Transfer",11.80,8.43,13.20,"2023-03-14 00:00:00","2023-03-19 00:00:00","82 Main St",NULL,Khulna,Bangladesh,Website
ac3ea28b_ayes0714202310_3edf9,ac3ea28b_ayes0714202310,"2023-10-28 00:00:00",Shipped,"Credit Card",22.18,10.71,17.61,"2023-11-04 00:00:00","2023-10-31 00:00:00","98 Main St",NULL,Khulna,Bangladesh,Website
ac3ea28b_ayes0714202310_50d0a,ac3ea28b_ayes0714202310,"2023-05-08 00:00:00",Returned,"Credit Card",43.63,12.44,9.04,"2023-05-11 00:00:00","2023-05-19 00:00:00","40 Main St",NULL,Khulna,Bangladesh,"Mobile App"
ac3ea28b_ayes0714202310_5d338,ac3ea28b_ayes0714202310,"2024-03-26 00:00:00",Pending,"Credit Card",45.89,10.94,47.28,"2024-04-02 00:00:00","2024-03-29 00:00:00","85 Main St",NULL,Khulna,Bangladesh,"Social Media"
ac3ea28b_ayes0714202310_62de7,ac3ea28b_ayes0714202310,"2023-01-01 00:00:00",Pending,"Credit Card",39.47,7.38,34.13,"2023-01-08 00:00:00","2023-01-08 00:00:00","41 Main St",NULL,Khulna,Bangladesh,"Social Media"
ac3ea28b_ayes0714202310_69e04,ac3ea28b_ayes0714202310,"2024-04-18 00:00:00",Pending,"Bank Transfer",36.57,8.10,48.84,"2024-04-21 00:00:00","2024-04-30 00:00:00","79 Main St",NULL,Khulna,Bangladesh,"Social Media"
ac3ea28b_ayes0714202310_6aaf2,ac3ea28b_ayes0714202310,"2023-05-27 00:00:00",Returned,"Credit Card",16.24,13.23,15.01,"2023-05-31 00:00:00","2023-06-07 00:00:00","28 Main St",NULL,Khulna,Bangladesh,Website
ac3ea28b_ayes0714202310_afb1c,ac3ea28b_ayes0714202310,"2023-03-27 00:00:00",Delivered,"Cash on Delivery",25.83,17.63,30.11,"2023-03-31 00:00:00","2023-04-08 00:00:00","73 Main St",NULL,Khulna,Bangladesh,"Social Media"
ac3ea28b_ayes0714202310_df58b,ac3ea28b_ayes0714202310,"2023-03-10 00:00:00",Shipped,PayPal,26.78,19.43,39.07,"2023-03-13 00:00:00","2023-03-21 00:00:00","26 Main St",NULL,Khulna,Bangladesh,"Social Media"
ac3ea28b_ayes0714202310_f5481,ac3ea28b_ayes0714202310,"2023-08-27 00:00:00",Returned,"Cash on Delivery",28.40,11.12,20.66,"2023-08-31 00:00:00","2023-09-03 00:00:00","91 Main St",NULL,Khulna,Bangladesh,Website
acdcd485_anna3058202307_1200d,acdcd485_anna3058202307,"2024-03-04 00:00:00",Pending,"Bank Transfer",34.69,7.34,38.44,"2024-03-11 00:00:00","2024-03-16 00:00:00","10 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Social Media"
acdcd485_anna3058202307_7f7c3,acdcd485_anna3058202307,"2024-03-20 00:00:00",Delivered,"Credit Card",0.91,10.83,28.74,"2024-03-23 00:00:00","2024-03-27 00:00:00","37 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Social Media"
acdcd485_anna3058202307_bca5a,acdcd485_anna3058202307,"2023-03-02 00:00:00",Pending,"Bank Transfer",8.33,19.51,41.49,"2023-03-08 00:00:00","2023-03-11 00:00:00","14 Main St",NULL,Baden-WÃ¼rttemberg,Germany,Website
acdcd485_anna3058202307_be9bd,acdcd485_anna3058202307,"2024-03-02 00:00:00",Shipped,PayPal,24.09,8.85,24.43,"2024-03-07 00:00:00","2024-03-07 00:00:00","20 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Mobile App"
acdcd485_anna3058202307_c1a32,acdcd485_anna3058202307,"2023-10-17 00:00:00",Returned,"Bank Transfer",12.19,5.79,35.57,"2023-10-23 00:00:00","2023-10-29 00:00:00","49 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Mobile App"
acdcd485_anna3058202307_c545c,acdcd485_anna3058202307,"2023-11-29 00:00:00",Returned,"Bank Transfer",21.08,11.73,16.25,"2023-11-30 00:00:00","2023-12-02 00:00:00","1 Main St",NULL,Baden-WÃ¼rttemberg,Germany,Website
acdcd485_anna3058202307_e0acd,acdcd485_anna3058202307,"2023-12-23 00:00:00",Pending,PayPal,31.23,7.77,36.64,"2023-12-27 00:00:00","2024-01-05 00:00:00","94 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Mobile App"
acdcd485_anna3058202307_e56a1,acdcd485_anna3058202307,"2024-02-21 00:00:00",Returned,"Credit Card",45.09,17.65,27.88,"2024-02-28 00:00:00","2024-03-03 00:00:00","72 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Mobile App"
acdcd485_anna3058202307_eafa4,acdcd485_anna3058202307,"2023-08-14 00:00:00",Shipped,"Bank Transfer",15.48,11.65,18.76,"2023-08-21 00:00:00","2023-08-24 00:00:00","51 Main St",NULL,Baden-WÃ¼rttemberg,Germany,"Social Media"
acdcd485_anna3058202307_ed5b2,acdcd485_anna3058202307,"2023-09-08 00:00:00",Shipped,PayPal,17.71,15.67,10.98,"2023-09-10 00:00:00","2023-09-16 00:00:00","63 Main St",NULL,Baden-WÃ¼rttemberg,Germany,Website
ace2ac62_soph2438202209_2999f,ace2ac62_soph2438202209,"2024-03-08 00:00:00",Cancelled,"Credit Card",15.08,15.56,21.63,"2024-03-13 00:00:00","2024-03-19 00:00:00","67 Main St",NULL,"Nova Scotia",Canada,Website
ace2ac62_soph2438202209_444a1,ace2ac62_soph2438202209,"2023-07-29 00:00:00",Shipped,"Cash on Delivery",32.47,11.77,31.31,"2023-07-31 00:00:00","2023-08-01 00:00:00","97 Main St",NULL,"Nova Scotia",Canada,"Mobile App"
ace2ac62_soph2438202209_45e00,ace2ac62_soph2438202209,"2023-09-19 00:00:00",Returned,"Bank Transfer",44.09,6.33,37.87,"2023-09-23 00:00:00","2023-09-29 00:00:00","10 Main St",NULL,"Nova Scotia",Canada,"Social Media"
ace2ac62_soph2438202209_45fcd,ace2ac62_soph2438202209,"2024-03-20 00:00:00",Returned,"Cash on Delivery",31.38,11.84,8.83,"2024-03-21 00:00:00","2024-03-23 00:00:00","50 Main St",NULL,"Nova Scotia",Canada,Website
